,nodes neighbors,labels
463,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",-1.0
464,"[[1, 2, 8, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 50], [0, 2, 8, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 50], [0, 1, 8, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 49, 50, 52], [7, 16, 17, 25, 29, 33, 34, 40, 42, 44, 47, 50, 51], [9, 14, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 43, 45, 48, 50], [6, 21, 22, 29, 37, 42, 50, 52, 53, 54], [5, 10, 11, 12, 13, 19, 20, 21, 22, 27, 29, 37, 42, 49, 50, 52, 53, 54], [3, 16, 17, 25, 29, 33, 34, 40, 42, 44, 47, 49, 50, 51], [0, 1, 2, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 50], [4, 14, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 43, 45, 48, 50], [6, 11, 12, 13, 19, 20, 27, 29, 33, 42, 49, 50], [6, 10, 12, 13, 19, 20, 27, 29, 42, 49, 50], [6, 10, 11, 13, 19, 20, 27, 29, 42, 49, 50], [6, 10, 11, 12, 19, 20, 27, 29, 42, 49, 50], [4, 9, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 43, 45, 48, 50], [4, 9, 14, 24, 26, 28, 29, 30, 31, 32, 33, 36, 38, 39, 40, 41, 42, 43, 45, 48, 49, 50], [3, 7, 17, 25, 29, 33, 34, 40, 42, 44, 47, 50, 51], [0, 1, 2, 3, 7, 8, 16, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 47, 50, 51], [0, 1, 2, 8, 17, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 50], [6, 10, 11, 12, 13, 20, 27, 29, 33, 39, 42, 49, 50], [6, 10, 11, 12, 13, 19, 27, 29, 42, 49, 50], [5, 6, 22, 29, 37, 42, 50, 52, 53, 54], [5, 6, 21, 29, 37, 42, 50, 52, 53, 54], [0, 1, 2, 8, 17, 18, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 50], [4, 9, 14, 15, 26, 28, 29, 30, 33, 36, 38, 39, 40, 42, 43, 45, 48, 50, 52], [0, 1, 2, 3, 7, 8, 16, 17, 18, 23, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 46, 47, 50, 51], [4, 9, 14, 15, 24, 28, 29, 30, 36, 38, 39, 40, 42, 43, 45, 48, 50, 52], [6, 10, 11, 12, 13, 19, 20, 29, 42, 49, 50], [4, 9, 14, 15, 24, 26, 29, 30, 36, 38, 39, 40, 42, 43, 45, 48, 50], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54], [4, 9, 14, 15, 24, 26, 28, 29, 36, 38, 39, 40, 42, 43, 45, 48, 50], [0, 1, 2, 8, 15, 17, 18, 23, 25, 29, 32, 33, 34, 35, 40, 41, 42, 44, 46, 49, 50], [0, 1, 2, 8, 15, 17, 18, 23, 25, 29, 31, 33, 34, 35, 40, 41, 42, 44, 46, 49, 50], [0, 1, 2, 3, 7, 8, 10, 15, 16, 17, 18, 19, 23, 24, 25, 29, 31, 32, 34, 35, 40, 41, 42, 44, 46, 47, 49, 50, 51, 52], [0, 1, 2, 3, 7, 8, 16, 17, 18, 23, 25, 29, 31, 32, 33, 35, 40, 41, 42, 44, 46, 47, 50, 51], [0, 1, 2, 8, 17, 18, 23, 25, 29, 31, 32, 33, 34, 40, 41, 42, 44, 46, 50], [4, 9, 14, 15, 24, 26, 28, 29, 30, 38, 39, 40, 42, 43, 45, 48, 50], [5, 6, 21, 22, 29, 42, 50, 52, 53, 54], [4, 9, 14, 15, 24, 26, 28, 29, 30, 36, 39, 40, 42, 43, 45, 48, 50], [4, 9, 14, 15, 19, 24, 26, 28, 29, 30, 36, 38, 40, 42, 43, 45, 48, 50], [0, 1, 2, 3, 4, 7, 8, 9, 14, 15, 16, 17, 18, 23, 24, 25, 26, 28, 29, 30, 31, 32, 33, 34, 35, 36, 38, 39, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51], [0, 1, 2, 8, 15, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 42, 44, 46, 49, 50], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54], [4, 9, 14, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 45, 48, 50], [0, 1, 2, 3, 7, 8, 16, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 46, 47, 50, 51], [4, 9, 14, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 43, 48, 50], [0, 1, 2, 8, 17, 18, 23, 25, 29, 31, 32, 33, 34, 35, 40, 41, 42, 44, 50], [3, 7, 16, 17, 25, 29, 33, 34, 40, 42, 44, 50, 51], [4, 9, 14, 15, 24, 26, 28, 29, 30, 36, 38, 39, 40, 42, 43, 45, 50], [2, 6, 7, 10, 11, 12, 13, 15, 19, 20, 27, 29, 31, 32, 33, 40, 41, 42, 50, 52], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 51, 52, 53, 54], [3, 7, 16, 17, 25, 29, 33, 34, 40, 42, 44, 47, 50], [2, 5, 6, 21, 22, 24, 26, 29, 33, 37, 42, 49, 50, 53, 54], [5, 6, 21, 22, 29, 37, 42, 50, 52, 54], [5, 6, 21, 22, 29, 37, 42, 50, 52, 53]]",-1.0
465,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",-1.0
466,"[[1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 3, 4, 5, 6, 7, 9, 10, 11, 12, 14], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 9, 10, 11, 12, 14], [1, 3, 4, 5, 6, 9, 10, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 12, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14], [1, 3, 4, 5, 6, 8, 9, 10, 12, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13]]",-1.0
467,"[[1, 2, 3, 5, 6, 10, 11], [0, 2, 3, 5, 6, 10, 11], [0, 1, 3, 5, 6, 10, 11], [0, 1, 2, 5, 6, 10, 11], [5, 7, 8, 9], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11], [0, 1, 2, 3, 5, 10, 11], [4, 5, 8, 9], [4, 5, 7, 9], [4, 5, 7, 8], [0, 1, 2, 3, 5, 6, 11], [0, 1, 2, 3, 5, 6, 10]]",-1.0
468,"[[1, 2, 4, 5, 6, 11, 12, 15], [0, 2, 4, 5, 6, 11, 12, 15], [0, 1, 4, 5, 6, 11, 12, 15], [7, 8, 9, 10, 12, 15], [0, 1, 2, 5, 6, 7, 8, 11, 12, 15], [0, 1, 2, 4, 6, 11, 12, 15], [0, 1, 2, 4, 5, 11, 12, 15], [3, 4, 8, 9, 10, 12, 15], [3, 4, 7, 9, 10, 12, 15], [3, 7, 8, 10, 12, 15], [3, 7, 8, 9, 12, 15], [0, 1, 2, 4, 5, 6, 12, 15], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16], [12, 14, 15, 16], [12, 13, 15, 16], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16], [12, 13, 14, 15]]",-1.0
469,"[[1, 2, 3, 6, 9, 10, 11], [0, 2, 3, 6, 9, 10, 11], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 1, 2, 6, 9, 10, 11], [2, 5, 7, 8, 9], [2, 4, 7, 8, 9], [0, 1, 2, 3, 9, 10, 11], [2, 4, 5, 8, 9], [2, 4, 5, 7, 9], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11], [0, 1, 2, 3, 6, 9, 11], [0, 1, 2, 3, 6, 9, 10]]",-1.0
470,"[[2, 3, 7, 9, 13], [3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 3, 7, 9, 13], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13], [1, 3, 5, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 6, 7, 8, 9, 10, 11, 12], [1, 3, 4, 5, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13], [1, 3, 4, 5, 6, 7, 9, 10, 11, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13], [1, 3, 4, 5, 6, 7, 8, 9, 11, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 12], [1, 3, 4, 5, 6, 7, 8, 9, 10, 11], [0, 2, 3, 7, 9]]",-1.0
471,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16]]",-1.0
472,"[[3, 8, 11, 16, 17], [6, 7, 10, 14, 17, 19], [4, 17, 18], [0, 8, 11, 16, 17], [2, 17, 18], [9, 12, 13, 15, 17, 20], [1, 7, 10, 14, 17, 19], [1, 6, 10, 14, 17, 19], [0, 3, 11, 16, 17], [5, 12, 13, 15, 17, 20], [1, 6, 7, 14, 17, 19], [0, 3, 8, 16, 17], [5, 9, 13, 15, 17, 20], [5, 9, 12, 15, 17, 20], [1, 6, 7, 10, 15, 17, 19], [5, 9, 12, 13, 14, 17, 20], [0, 3, 8, 11, 17], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19, 20], [2, 4, 17], [1, 6, 7, 10, 14, 17], [5, 9, 12, 13, 15, 17]]",-1.0
473,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 17, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 18, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 19], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18]]",-1.0
474,"[[6, 7, 8, 13, 17, 18], [6, 7, 8, 9, 12, 15, 18], [3, 4, 7, 11, 16, 18], [2, 4, 11, 16, 18], [2, 3, 11, 16, 18], [7, 8, 10, 18], [0, 1, 7, 8, 9, 12, 13, 14, 15, 17, 18], [0, 1, 2, 5, 6, 8, 9, 10, 12, 13, 14, 15, 17, 18], [0, 1, 5, 6, 7, 9, 10, 12, 13, 15, 17, 18], [1, 6, 7, 8, 12, 14, 15, 18], [5, 7, 8, 18], [2, 3, 4, 16, 18], [1, 6, 7, 8, 9, 15, 18], [0, 6, 7, 8, 17, 18], [6, 7, 9, 15, 18], [1, 6, 7, 8, 9, 12, 14, 18], [2, 3, 4, 11, 18], [0, 6, 7, 8, 13, 18], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17]]",-1.0
475,"[[1, 2, 4, 6, 8, 12], [0, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 4, 6, 12], [1, 5, 7, 8, 9, 10, 11], [0, 1, 2, 6, 12], [1, 3, 7, 8, 9, 10, 11], [0, 1, 2, 4, 12], [1, 3, 5, 8, 9, 10, 11], [0, 1, 3, 5, 7, 9, 10, 11], [1, 3, 5, 7, 8, 10, 11], [1, 3, 5, 7, 8, 9, 11], [1, 3, 5, 7, 8, 9, 10], [0, 1, 2, 4, 6]]",-1.0
476,"[[1, 4, 9, 10, 13], [0, 4, 9, 10, 13], [3, 5, 6, 7, 8, 11, 12, 13, 14], [2, 5, 6, 7, 8, 11, 12, 13, 14], [0, 1, 5, 8, 9, 10, 13], [2, 3, 4, 6, 7, 8, 11, 12, 13, 14], [2, 3, 5, 7, 8, 11, 12, 13, 14], [2, 3, 5, 6, 8, 11, 12, 13, 14], [2, 3, 4, 5, 6, 7, 11, 12, 13, 14], [0, 1, 4, 10, 13], [0, 1, 4, 9, 13], [2, 3, 5, 6, 7, 8, 12, 13, 14], [2, 3, 5, 6, 7, 8, 11, 13, 14], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14], [2, 3, 5, 6, 7, 8, 11, 12, 13]]",-1.0
477,"[[1, 2, 3, 7, 10, 15], [0, 2, 3, 7, 10, 15], [0, 1, 3, 7, 10, 15], [0, 1, 2, 7, 10, 15], [5, 7, 9, 14, 16, 17], [4, 7, 9, 14, 16, 17], [7, 8, 11, 12, 13], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17], [6, 7, 11, 12, 13], [4, 5, 7, 14, 16, 17], [0, 1, 2, 3, 7, 15], [6, 7, 8, 12, 13], [6, 7, 8, 11, 13], [6, 7, 8, 11, 12], [4, 5, 7, 9, 16, 17], [0, 1, 2, 3, 7, 10], [4, 5, 7, 9, 14, 17], [4, 5, 7, 9, 14, 16]]",-1.0
478,"[[4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [2, 3, 5, 7, 8, 9, 14, 16], [1, 3, 5, 7, 8, 9, 14, 16], [1, 2, 5, 7, 8, 9, 14, 16], [0, 5, 6, 10, 11, 12, 13, 15], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16], [0, 4, 5, 10, 11, 12, 13, 15], [0, 1, 2, 3, 5, 8, 9, 12, 14, 16], [0, 1, 2, 3, 5, 7, 9, 12, 14, 16], [0, 1, 2, 3, 5, 7, 8, 12, 14, 16], [0, 4, 5, 6, 11, 12, 13, 15], [0, 4, 5, 6, 10, 12, 13, 15], [0, 4, 5, 6, 7, 8, 9, 10, 11, 13, 14, 15, 16], [0, 4, 5, 6, 10, 11, 12, 15], [0, 1, 2, 3, 5, 7, 8, 9, 12, 16], [0, 4, 5, 6, 10, 11, 12, 13], [0, 1, 2, 3, 5, 7, 8, 9, 12, 14]]",-1.0
479,"[[5, 6, 9, 15, 19], [4, 5, 8, 12, 17, 18], [5, 10, 16, 20], [4, 5, 7, 8, 11, 12, 13], [1, 3, 5, 7, 8, 11, 12, 13, 14, 17, 18], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20], [0, 5, 9, 15, 19], [3, 4, 5, 8, 11, 12, 13, 14], [1, 3, 4, 5, 7, 11, 12, 13, 17, 18], [0, 5, 6, 15, 19], [2, 5, 16, 20], [3, 4, 5, 7, 8, 12, 13, 14], [1, 3, 4, 5, 7, 8, 11, 13, 14, 17, 18], [3, 4, 5, 7, 8, 11, 12], [4, 5, 7, 11, 12], [0, 5, 6, 9, 19], [2, 5, 10, 20], [1, 4, 5, 8, 12, 18], [1, 4, 5, 8, 12, 17], [0, 5, 6, 9, 15], [2, 5, 10, 16]]",-1.0
480,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], [0, 3, 4, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23], [0, 6, 8, 9, 10, 14, 15], [0, 1, 4, 5, 6, 7, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 6, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23], [0, 2, 3, 5, 7, 8, 9, 10, 14, 15, 19], [0, 1, 3, 4, 5, 6, 10, 11, 12, 13, 15, 16, 17, 18, 19, 20, 21, 22, 23], [0, 2, 6, 9, 10, 14, 15], [0, 2, 6, 8, 10, 14, 15], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 12, 13, 16, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 13, 16, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22, 23], [0, 2, 6, 8, 9, 10, 15], [0, 2, 3, 6, 7, 8, 9, 10, 14, 18], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 17, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 16, 18, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22, 23], [0, 1, 3, 4, 5, 6, 7, 10, 11, 12, 13, 16, 17, 18, 20, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 21, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 22, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 23], [0, 1, 3, 4, 5, 7, 10, 11, 12, 13, 16, 17, 18, 19, 20, 21, 22]]",-1.0
481,"[[3, 5, 8, 9, 11, 14, 19, 21], [2, 4, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 20], [1, 4, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 20], [0, 5, 8, 9, 11, 14, 19, 21], [1, 2, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19, 20], [0, 3, 8, 9, 11, 14, 19, 21], [1, 2, 4, 7, 10, 12, 13, 15, 16, 17, 18, 19, 20], [1, 2, 4, 6, 10, 12, 13, 15, 16, 17, 18, 19, 20], [0, 3, 5, 9, 11, 14, 19, 21], [0, 3, 5, 8, 11, 14, 19, 21], [1, 2, 4, 6, 7, 12, 13, 15, 16, 17, 18, 19, 20], [0, 3, 5, 8, 9, 14, 19, 21], [1, 2, 4, 6, 7, 10, 13, 15, 16, 17, 18, 19, 20], [1, 2, 4, 6, 7, 10, 12, 15, 16, 17, 18, 19, 20], [0, 3, 5, 8, 9, 11, 19, 21], [1, 2, 4, 6, 7, 10, 12, 13, 16, 17, 18, 19, 20], [1, 2, 4, 6, 7, 10, 12, 13, 15, 17, 18, 19, 20], [1, 2, 4, 6, 7, 10, 12, 13, 15, 16, 18, 19, 20], [1, 2, 4, 6, 7, 10, 12, 13, 15, 16, 17, 19, 20], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 20, 21], [1, 2, 4, 6, 7, 10, 12, 13, 15, 16, 17, 18, 19], [0, 3, 5, 8, 9, 11, 14, 19]]",-1.0
482,"[[6, 7, 17, 20], [2, 4, 5, 7, 10, 13, 21], [1, 4, 5, 7, 10, 13, 14, 18, 21], [7, 8, 11, 12], [1, 2, 5, 7, 10, 13, 21], [1, 2, 4, 7, 10, 13, 21], [0, 7, 17, 20], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23], [3, 7, 11, 12], [7, 15, 16, 19, 22, 23], [1, 2, 4, 5, 7, 13, 14, 18, 21], [3, 7, 8, 12], [3, 7, 8, 11], [1, 2, 4, 5, 7, 10, 14, 18, 21], [2, 7, 10, 13, 18], [7, 9, 16, 19, 22, 23], [7, 9, 15, 19, 22, 23], [0, 6, 7, 20], [2, 7, 10, 13, 14], [7, 9, 15, 16, 22, 23], [0, 6, 7, 17], [1, 2, 4, 5, 7, 10, 13], [7, 9, 15, 16, 19, 23], [7, 9, 15, 16, 19, 22]]",-1.0
483,"[[2, 4, 9, 10, 11, 15], [2, 3, 6, 8, 11, 12], [0, 1, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15], [1, 2, 6, 8, 11, 12], [0, 2, 9, 10, 11, 15], [2, 7, 10, 13, 14], [1, 2, 3, 8, 11, 12], [2, 5, 13, 14], [1, 2, 3, 6, 11, 12], [0, 2, 4, 10, 11, 15], [0, 2, 4, 5, 9, 11, 13, 15], [0, 1, 2, 3, 4, 6, 8, 9, 10, 12, 15], [1, 2, 3, 6, 8, 11], [2, 5, 7, 10, 14], [2, 5, 7, 13], [0, 2, 4, 9, 10, 11]]",-1.0
484,"[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12], [0, 2, 4, 5, 6, 7, 8, 9, 12], [0, 1, 4, 5, 6, 7, 8, 9, 12], [0, 4, 5, 7, 9, 10, 11, 12], [0, 1, 2, 3, 5, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11, 12], [0, 1, 2, 4, 5, 7, 8, 9, 12], [0, 1, 2, 3, 4, 5, 6, 8, 9, 10, 11, 12], [0, 1, 2, 4, 5, 6, 7, 9, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 10, 11, 12], [0, 3, 4, 5, 7, 9, 11, 12], [0, 3, 4, 5, 7, 9, 10, 12], [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",-1.0
